Longitude,Latitude,Pixel,Scan
23.8394364,-3.96436112,100,4800
24.0082761,-3.97002153,150,4800
24.17713,-3.97569052,200,4800
24.3426798,-3.9812564,249,4800
23.4990084,-4.08403312,0,4850
23.6680226,-4.08967628,50,4850
23.8369285,-4.09532288,100,4850
24.0057875,-4.10097492,150,4850
24.1746608,-4.10663439,200,4850
24.3402298,-4.11218983,249,4850
23.496329,-4.21511798,0,4900
23.6653639,-4.22076189,50,4900
23.8342902,-4.22640809,100,4900
24.0031693,-4.23205857,150,4900
24.1720626,-4.23771534,200,4900
24.3376509,-4.24326702,249,4900
23.4937219,-4.34612732,0,4950
23.6627775,-4.3517675,50,4950
23.8317245,-4.35740883,100,4950
24.0006242,-4.3630533,150,4950
24.1695379,-4.36870291,200,4950
24.3351463,-4.37424644,249,4950
23.4912502,-4.47701649,0,5000
23.660326,-4.4826478,50,5000
23.8292935,-4.48827911,100,5000
23.998214,-4.49391241,150,5000
24.167149,-4.49954968,200,5000
24.3327784,-4.50508,249,5000
23.4887813,-4.60796152,0,5050
23.6578781,-4.61358554,50,5050
23.8268669,-4.61920841,100,5050
23.9958091,-4.62483212,150,5050
24.164766,-4.63045866,200,5050
24.3304172,-4.63597735,249,5050
23.486181,-4.73915189,0,5100
23.655301,-4.74477644,50,5100
23.8243128,-4.75039871,100,5100
23.9932779,-4.75602069,150,5100
24.1622578,-4.76164438,200,5100
24.3279314,-4.76715917,249,5100
23.4836931,-4.87021735,0,5150
23.6528358,-4.87583532,50,5150
23.8218707,-4.88144987,100,5150
23.9908591,-4.88706299,150,5150
24.1598625,-4.89267669,200,5150
24.3255594,-4.89818058,249,5150
23.4810866,-5.00137983,0,5200
23.6502538,-5.00699716,50,5200
23.819313,-5.01260994,100,5200
23.9883255,-5.01822016,150,5200
24.1573529,-5.02382981,200,5200
24.3230732,-5.02932863,249,5200
23.4785561,-5.13248267,0,5250
23.6477477,-5.13809687,50,5250
23.8168314,-5.14370538,100,5250
23.9858685,-5.1493102,150,5250
24.1549205,-5.15491331,200,5250
24.320665,-5.16040462,249,5250
23.4760008,-5.26361612,0,5300
23.6452178,-5.26922843,50,5300
23.8143268,-5.27483392,100,5300
23.9833892,-5.28043458,150,5300
24.1524664,-5.2860324,200,5300
24.3182357,-5.2915174,249,5300
23.473516,-5.39472372,0,5350
23.6427585,-5.40033091,50,5350
23.8118932,-5.40593014,100,5350
23.9809815,-5.41152341,150,5350
24.1500848,-5.4171127,200,5350
24.3158797,-5.42258824,249,5350
23.4710067,-5.52579073,0,5400
23.6402754,-5.53139551,50,5400
23.8094363,-5.53699119,100,5400
23.9785509,-5.54257977,150,5400
24.1476805,-5.54816322,200,5400
24.3135013,-5.55363193,249,5400
23.4685386,-5.65682414,0,5450
23.6378338,-5.66242451,50,5450
23.8070214,-5.66801465,100,5450
23.9761627,-5.67359653,150,5450
24.1453193,-5.67917215,200,5450
24.3111667,-5.68463208,249,5450
23.4660725,-5.78788208,0,5500
23.635395,-5.79347644,50,5500
23.80461,-5.79905943,100,5500
23.9737789,-5.80463302,150,5500
24.1429632,-5.8101992,200,5500
24.3088378,-5.81564876,249,5500
23.4636132,-5.91897084,0,5550
23.6329637,-5.92456178,50,5550
23.8022067,-5.9301402,100,5550
23.9714038,-5.93570811,150,5550
24.1406165,-5.94126746,200,5550
24.3065191,-5.94670922,249,5550
23.4610485,-6.05013322,0,5600
23.6304283,-6.05572504,50,5600
23.7997005,-6.06130321,100,5600
23.9689267,-6.06686971,150,5600
24.1381682,-6.07242652,200,5600
24.3040989,-6.07786468,249,5600
23.458639,-6.18113376,0,5650
23.6280475,-6.1867187,50,5650
23.7973487,-6.19228884,100,5650
23.9666041,-6.19784617,150,5650
24.135875,-6.20339266,200,5650
24.3018348,-6.20881959,249,5650
23.4561486,-6.31227524,0,5700
23.6255875,-6.31785604,50,5700
23.794919,-6.3234209,100,5700
23.9642047,-6.32897182,150,5700
24.1335059,-6.33451076,200,5700
24.2994954,-6.33992918,249,5700
23.4537687,-6.44328359,0,5750
23.6232375,-6.4488565,50,5750
23.7925992,-6.45441232,100,5750
23.9619154,-6.45995306,150,5750
24.1312473,-6.46548067,200,5750
24.2972673,-6.47088688,249,5750
23.4513198,-6.57432372,0,5800
23.6208196,-6.57989317,50,5800
