Longitude,Latitude,Pixel,Scan
338.969348,-18.2389621,150,4850
338.843186,-18.2384397,200,4850
338.719514,-18.2378265,249,4850
339.347447,-18.1030446,0,4900
339.221342,-18.1028334,50,4900
339.095299,-18.1025189,100,4900
338.969284,-18.1021011,150,4900
338.843267,-18.1015798,200,4900
338.719736,-18.1009685,249,4900
339.346947,-17.9661696,0,4950
339.220986,-17.9659573,50,4950
339.095086,-17.9656424,100,4950
338.969215,-17.965225,150,4950
338.843342,-17.9647048,200,4950
338.719952,-17.9640954,249,4950
339.346455,-17.8292981,0,5000
339.220637,-17.8290847,50,5000
339.094879,-17.8287695,100,5000
338.969151,-17.8283524,150,5000
338.84342,-17.8278334,200,5000
338.72017,-17.8272257,249,5000
339.345962,-17.6924157,0,5050
339.220285,-17.6922012,50,5050
339.09467,-17.6918855,100,5050
338.969083,-17.6914688,150,5050
338.843494,-17.6909508,200,5050
338.720383,-17.6903449,249,5050
339.345469,-17.5555288,0,5100
339.219933,-17.5553132,50,5100
339.094458,-17.5549972,100,5100
338.969012,-17.5545808,150,5100
338.843564,-17.554064,200,5100
338.72059,-17.5534598,249,5100
339.34499,-17.4186421,0,5150
339.219594,-17.4184254,50,5150
339.094258,-17.4181091,100,5150
338.968952,-17.417693,150,5150
338.843643,-17.4171773,200,5150
338.720806,-17.4165749,249,5150
339.344506,-17.2817466,0,5200
339.219249,-17.2815289,50,5200
339.094052,-17.2812123,100,5200
338.968884,-17.2807967,150,5200
338.843714,-17.2802821,200,5200
338.721013,-17.2796816,249,5200
339.344029,-17.144841,0,5250
339.218909,-17.1446224,50,5250
339.09385,-17.1443055,100,5250
338.968819,-17.1438904,150,5250
338.843786,-17.1433771,200,5250
338.72122,-17.1427785,249,5250
339.343547,-17.0079326,0,5300
339.218563,-17.0077127,50,5300
339.093641,-17.0073954,100,5300
338.968747,-17.0069806,150,5300
338.84385,-17.0064682,200,5300
338.721418,-17.0058712,249,5300
339.34307,-16.8710171,0,5350
339.218222,-16.8707961,50,5350
339.093435,-16.8704783,100,5350
338.968677,-16.8700638,150,5350
338.843916,-16.8695524,200,5350
338.721616,-16.8689571,249,5350
339.342594,-16.7340919,0,5400
339.217881,-16.7338698,50,5400
339.093228,-16.7335517,100,5400
338.968605,-16.7331375,150,5400
338.843978,-16.7326272,200,5400
338.72181,-16.7320337,249,5400
339.342121,-16.5971749,0,5450
339.217541,-16.5969516,50,5450
339.093022,-16.5966329,100,5450
338.968532,-16.5962189,150,5450
338.844039,-16.5957095,200,5450
338.722002,-16.5951176,249,5450
339.341643,-16.460249,0,5500
339.217197,-16.4600244,50,5500
339.09281,-16.4597052,100,5500
338.968452,-16.4592913,150,5500
338.844092,-16.4587828,200,5500
338.722185,-16.4581924,249,5500
339.341176,-16.3233101,0,5550
339.216861,-16.3230849,50,5550
339.092606,-16.3227656,100,5550
338.968379,-16.3223525,150,5550
338.84415,-16.3218455,200,5550
338.722372,-16.3212572,249,5550
339.340704,-16.1863757,0,5600
339.216519,-16.1861492,50,5600
339.092395,-16.1858295,100,5600
