Longitude,Latitude,Pixel,Scan
341.914313,-25.6775294,249,2100
342.574843,-25.5418373,0,2150
342.442134,-25.5418436,50,2150
342.30954,-25.5417339,100,2150
342.177029,-25.5415082,150,2150
342.044567,-25.5411668,200,2150
341.914769,-25.5407199,249,2150
342.57429,-25.4050177,0,2200
342.441782,-25.4050224,50,2200
342.309389,-25.4049118,100,2200
342.177079,-25.4046862,150,2200
342.044818,-25.4043457,200,2200
341.915216,-25.4039004,249,2200
342.573741,-25.2681924,0,2250
342.441432,-25.2681956,50,2250
342.30924,-25.2680843,100,2250
342.177129,-25.2678588,150,2250
342.045067,-25.2675192,200,2250
341.915661,-25.2670757,249,2250
342.573198,-25.1313626,0,2300
342.441087,-25.1313641,50,2300
342.309093,-25.131252,100,2300
342.17718,-25.1310264,150,2300
342.045317,-25.1306875,200,2300
341.916106,-25.1302455,249,2300
342.57266,-24.9945251,0,2350
342.440747,-24.994525,50,2350
342.308949,-24.994412,100,2350
342.177234,-24.9941864,150,2350
342.045567,-24.9938484,200,2350
341.916549,-24.993408,249,2350
342.572126,-24.8576785,0,2400
342.440409,-24.8576769,50,2400
342.308807,-24.8575633,100,2400
342.177287,-24.8573379,150,2400
342.045816,-24.8570008,200,2400
341.91699,-24.8565621,249,2400
342.571591,-24.7208306,0,2450
342.440069,-24.7208274,50,2450
342.308661,-24.720713,100,2450
342.177336,-24.7204876,150,2450
342.046059,-24.7201513,200,2450
341.917423,-24.7197142,249,2450
342.571063,-24.5839788,0,2500
342.439734,-24.5839741,50,2500
342.30852,-24.5838589,100,2500
342.177387,-24.5836336,150,2500
342.046304,-24.5832982,200,2500
341.917857,-24.5828627,249,2500
342.570537,-24.4471141,0,2550
342.439399,-24.447108,50,2550
342.308377,-24.4469924,100,2550
342.177437,-24.4467674,150,2550
342.046545,-24.4464331,200,2550
341.918287,-24.4459995,249,2550
342.570012,-24.310252,0,2600
342.439066,-24.3102443,50,2600
342.308234,-24.3101278,100,2600
342.177484,-24.3099028,150,2600
342.046783,-24.3095694,200,2600
341.918711,-24.3091373,249,2600
342.569486,-24.1733785,0,2650
342.438729,-24.1733693,50,2650
342.308087,-24.1732521,100,2650
342.177526,-24.1730271,150,2650
342.047015,-24.1726945,200,2650
341.919128,-24.1722641,249,2650
342.56896,-24.0365036,0,2700
342.438392,-24.0364927,50,2700
342.307937,-24.0363746,100,2700
342.177565,-24.0361496,150,2700
342.047241,-24.0358177,200,2700
341.91954,-24.0353887,249,2700
342.568434,-23.8996279,0,2750
342.438053,-23.8996152,50,2750
342.307786,-23.8994961,100,2750
342.1776,-23.8992708,150,2750
342.047463,-23.8989395,200,2750
341.919944,-23.8985118,249,2750
342.567921,-23.76274,0,2800
342.437725,-23.7627257,50,2800
342.307643,-23.7626057,100,2800
342.177643,-23.7623804,150,2800
342.047692,-23.7620498,200,2800
341.920355,-23.7616236,249,2800
342.56741,-23.6258516,0,2850
342.437398,-23.6258354,50,2850
342.307501,-23.6257144,100,2850
342.177686,-23.6254888,150,2850
342.047919,-23.6251588,200,2850
341.920763,-23.6247339,249,2850
342.566899,-23.4889613,0,2900
342.437071,-23.4889434,50,2900
342.307357,-23.4888215,100,2900
342.177725,-23.4885958,150,2900
342.048141,-23.4882664,200,2900
341.921164,-23.487843,249,2900
342.566387,-23.3520649,0,2950
342.436741,-23.3520457,50,2950
342.307209,-23.3519232,100,2950
342.177759,-23.3516976,150,2950
342.048357,-23.3513692,200,2950
341.921558,-23.3509474,249,2950
342.565874,-23.2151663,0,3000
342.436409,-23.2151458,50,3000
342.307058,-23.2150228,100,3000
342.177788,-23.2147976,150,3000
342.048566,-23.2144702,200,3000
341.921945,-23.2140503,249,3000
342.565372,-23.0782613,0,3050
342.436086,-23.0782393,50,3050
342.306915,-23.0781155,100,3050
342.177824,-23.0778903,150,3050
342.048782,-23.0775637,200,3050
341.922337,-23.0771453,249,3050
342.56487,-22.941343,0,3100
342.435763,-22.9413195,50,3100
342.306769,-22.9411951,100,3100
342.177857,-22.94097,150,3100
342.048994,-22.9406443,200,3100
341.922723,-22.9402275,249,3100
342.564369,-22.8044207,0,3150
342.435439,-22.8043959,50,3150
342.306623,-22.8042709,100,3150
342.177888,-22.804046,150,3150
342.049201,-22.8037212,200,3150
341.923105,-22.8033061,249,3150
342.56387,-22.667495,0,3200
342.435117,-22.6674686,50,3200
342.306477,-22.6673428,100,3200
342.177918,-22.6671179,150,3200
342.049407,-22.6667939,200,3200
341.923483,-22.6663802,249,3200
342.563377,-22.5305682,0,3250
342.434798,-22.5305405,50,3250
342.306333,-22.5304142,100,3250
342.177948,-22.5301895,150,3250
342.049612,-22.5298665,200,3250
341.923859,-22.5294545,249,3250
342.562881,-22.3936279,0,3300
342.434476,-22.3935985,50,3300
342.306184,-22.3934713,100,3300
342.177973,-22.3932465,150,3300
342.049811,-22.3929241,200,3300
341.924228,-22.3925135,249,3300
342.562394,-22.256687,0,3350
342.434162,-22.2566558,50,3350
342.306042,-22.2565276,100,3350
342.178004,-22.2563024,150,3350
342.050014,-22.2559805,200,3350
341.9246,-22.2555711,249,3350
342.5619,-22.119745,0,3400
342.433839,-22.1197122,50,3400
342.305891,-22.1195831,100,3400
342.178024,-22.1193579,150,3400
342.050205,-22.1190367,200,3400
341.924958,-22.1186287,249,3400
342.56141,-21.9827962,0,3450
342.43352,-21.9827619,50,3450
342.305741,-21.982632,100,3450
342.178044,-21.9824067,150,3450
342.050395,-21.9820862,200,3450
341.925315,-21.9816797,249,3450
342.560928,-21.8458445,0,3500
342.433206,-21.8458085,50,3500
342.305597,-21.8456777,100,3500
342.178069,-21.8454522,150,3500
342.050589,-21.8451323,200,3500
341.925674,-21.844727,249,3500
342.560451,-21.7088837,0,3550
342.432896,-21.7088461,50,3550
342.305455,-21.7087144,100,3550
342.178094,-21.7084889,150,3550
342.050782,-21.7081696,200,3550
341.926032,-21.7077657,249,3550
342.559971,-21.5719172,0,3600
342.432583,-21.5718781,50,3600
342.305308,-21.5717456,100,3600
342.178114,-21.5715201,150,3600
342.050968,-21.5712015,200,3600
341.926382,-21.5707991,249,3600
342.559496,-21.4349508,0,3650
342.432274,-21.4349102,50,3650
342.305165,-21.4347771,100,3650
342.178136,-21.4345516,150,3650
342.051155,-21.4342339,200,3650
341.926731,-21.433833,249,3650
342.559021,-21.2979768,0,3700
342.431964,-21.2979345,50,3700
342.305019,-21.2978004,100,3700
342.178154,-21.2975747,150,3700
342.051338,-21.2972575,200,3700
341.927074,-21.2968579,249,3700
342.558545,-21.1609976,0,3750
342.43165,-21.1609537,50,3750
342.304869,-21.1608188,100,3750
342.178167,-21.1605931,150,3750
342.051514,-21.1602765,200,3750
341.92741,-21.1598782,249,3750
342.558075,-21.0240172,0,3800
342.431343,-21.0239719,50,3800
342.304723,-21.0238362,100,3800
342.178184,-21.0236104,150,3800
342.051692,-21.0232945,200,3800
341.927748,-21.0228976,249,3800
342.557607,-20.8870277,0,3850
342.431036,-20.8869811,50,3850
342.304577,-20.8868449,100,3850
342.178198,-20.8866193,150,3850
342.051868,-20.8863045,200,3850
341.928081,-20.8859092,249,3850
342.55714,-20.7500357,0,3900
342.430729,-20.7499879,50,3900
342.30443,-20.7498512,100,3900
342.178211,-20.7496258,150,3900
342.052041,-20.7493119,200,3900
341.92841,-20.7489183,249,3900
342.556676,-20.6130415,0,3950
342.430424,-20.6129921,50,3950
342.304284,-20.6128546,100,3950
342.178223,-20.6126292,150,3950
342.052211,-20.6123159,200,3950
341.928736,-20.6119237,249,3950
342.556214,-20.4760445,0,4000
342.430119,-20.4759937,50,4000
342.304136,-20.4758554,100,4000
342.178233,-20.47563,150,4000
342.052379,-20.4753175,200,4000
341.929058,-20.4749267,249,4000
342.555756,-20.3390331,0,4050
342.429818,-20.3389808,50,4050
342.303992,-20.338842,100,4050
342.178245,-20.3386167,150,4050
342.052547,-20.338305,200,4050
341.92938,-20.3379158,249,4050
342.555299,-20.202015,0,4100
342.429516,-20.2019613,50,4100
342.303845,-20.2018218,100,4100
342.178254,-20.2015965,150,4100
342.052711,-20.2012856,200,4100
341.929696,-20.2008977,249,4100
342.554843,-20.0649989,0,4150
342.429215,-20.0649438,50,4150
342.303698,-20.0648036,100,4150
342.178262,-20.0645783,150,4150
342.052873,-20.0642681,200,4150
341.930009,-20.0638817,249,4150
342.554394,-19.9279759,0,4200
342.428919,-19.9279192,50,4200
342.303556,-19.927778,100,4200
342.178272,-19.9275525,150,4200
342.053037,-19.9272429,200,4200
341.930323,-19.9268577,249,4200
342.553949,-19.7909464,0,4250
342.428626,-19.7908882,50,4250
342.303414,-19.7907461,100,4250
342.178282,-19.7905206,150,4250
342.053199,-19.7902115,200,4250
341.930634,-19.7898275,249,4250
342.553502,-19.6539147,0,4300
342.42833,-19.6538548,50,4300
342.303269,-19.653712,100,4300
